"fit_time","score_time","test_accuracy","test_f1_macro","test_balanced_accuracy"
"124.48286986351013","0.3044736385345459","1","1","1"
"123.1334445476532","0.27486467361450195","1","1","1"
"124.10535383224487","0.27433347702026367","1","1","1"
