"fit_time","score_time","test_accuracy","test_f1_macro","test_balanced_accuracy"
"139.4599072933197","0.2979903221130371","1","1","1"
"143.23645401000977","0.289736270904541","1","1","1"
"143.29636669158936","0.283832311630249","0.5","0.3333333333333333","0.5"
