fold,fit_time,score_time,test_accuracy,test_f1_macro,test_balanced_accuracy
0,1074.3450787067413,0.6632325649261475,0.36764705882352944,0.3813402385436284,0.37500000000000006
1,841.7677173614502,1.5581371784210205,0.7988505747126436,0.7871698369104533,0.8024691358024691
2,828.6856443881989,1.6094133853912354,0.8666666666666667,0.8658176880940118,0.8666666666666667
3,833.2310016155243,1.621894359588623,0.8055555555555556,0.8102302681741934,0.8055555555555555
