fold,fit_time,score_time,test_accuracy,test_f1_macro,test_balanced_accuracy
0,6725.700007915497,52.10649108886719,0.289959477712742,0.3131092926378947,0.4295021721263356
1,7337.657123327255,28.92991852760315,0.2873385012919897,0.3387431107136539,0.4086918891482654
2,9314.594586372375,52.017640113830566,0.36713286713286714,0.28806596751067737,0.3538188046302858
