fold,fit_time,score_time,test_accuracy,test_f1_macro,test_balanced_accuracy
0,7534.292153120041,248.01562356948853,0.7051724137931035,0.7591430590135253,0.7625
1,6383.815672636032,42.85853552818298,0.832258064516129,0.8557199752256146,0.8555555555555556
2,5830.463034629822,68.3497576713562,0.882258064516129,0.8982056682833139,0.898611111111111
3,4757.55299782753,303.5917983055115,0.7403225806451613,0.7708698680441137,0.7763888888888889
