fold,fit_time,score_time,test_accuracy,test_f1_macro,test_balanced_accuracy
0,92.1605339050293,0.1855912208557129,1.0,1.0,1.0
1,94.0002212524414,0.1638648509979248,1.0,1.0,1.0
2,94.23466777801514,0.19606494903564453,0.7857142857142857,0.7754010695187166,0.7857142857142857
