fold,fit_time,score_time,test_accuracy,test_f1_macro,test_balanced_accuracy
0,16700.51066160202,80.9406168460846,0.9273655280722418,0.9401538245214278,0.9496271338724169
1,16704.635357379913,43.94555401802063,0.356385068762279,0.22823761915833526,0.3620418848167539
2,16730.139241456985,45.32323932647705,0.9591194968553459,0.9620115673122852,0.9703759398496241
3,16736.371436834335,52.669760942459106,0.6978388998035363,0.7228914233015725,0.77616820278888
