"fit_time","score_time","test_accuracy","test_f1_macro","test_balanced_accuracy"
"0.012333869934082031","0.11831951141357422","0.8869257950530035","0.884692222915629","0.8817767802089389"
"0.01160573959350586","0.11656808853149414","0.8923379174852653","0.8945504305635972","0.897936865735213"
"0.011444091796875","0.11709737777709961","0.875","0.8740755540692451","0.8744265036283178"
"0.011432409286499023","0.11620211601257324","0.9009823182711199","0.9034517210070363","0.9080139380515554"
