"fit_time","score_time","test_accuracy","test_f1_macro","test_balanced_accuracy"
"123.16074657440186","0.1906721591949463","1","1","1"
"124.22668313980103","0.16750836372375488","1","1","1"
"122.39203095436096","0.18372225761413574","0.7857142857142857","0.7754010695187166","0.7857142857142857"
