fold,fit_time,score_time,test_accuracy,test_f1_macro,test_balanced_accuracy
0,249271.97926449776,676.1716547012329,0.8229669788072942,0.7794832135163265,0.8703191327616615
1,271262.05619740486,688.8994908332825,0.7461728395061729,0.7066851604700026,0.8219135802469135
2,233826.38375115395,721.129531621933,0.6779259259259259,0.6061638408758363,0.659074074074074
3,400202.97953391075,659.8576695919037,0.7783703703703704,0.7184481221844812,0.7837037037037038
