fold,fit_time,score_time,test_accuracy,test_f1_macro,test_balanced_accuracy
0,92.7369327545166,0.2600588798522949,1.0,1.0,1.0
1,92.87600588798523,0.14087557792663574,1.0,1.0,1.0
2,91.82642483711243,0.13971757888793945,0.5,0.3333333333333333,0.5
