"fit_time","score_time","test_accuracy","test_f1_macro","test_balanced_accuracy"
"133.7801809310913","0.5586507320404053","1","1","1"
"132.87660026550293","0.3114168643951416","1","1","1"
"132.2447111606598","0.2831909656524658","1","1","1"
